Date,Open,High,Low,Close,Adj Close,Volume
"Jan 03, 2023","1,836.20","1,839.70","1,836.20","1,839.70","1,839.70",29
"Jan 02, 2023",-,-,-,-,-,-
"Dec 30, 2022","1,817.00","1,822.30","1,816.80","1,819.70","1,819.70",95
"Dec 29, 2022","1,805.80","1,819.50","1,805.80","1,819.50","1,819.50",277
"Dec 28, 2022","1,803.20","1,807.90","1,803.10","1,807.90","1,807.90",434
"Dec 27, 2022","1,803.40","1,826.30","1,803.40","1,814.80","1,814.80",69
"Dec 26, 2022",-,-,-,-,-,-
"Dec 23, 2022","1,794.30","1,802.80","1,794.10","1,795.90","1,795.90",49
"Dec 22, 2022","1,818.10","1,818.10","1,785.00","1,787.00","1,787.00",411
"Dec 21, 2022","1,817.40","1,821.40","1,814.40","1,815.90","1,815.90",35
"Dec 20, 2022","1,786.50","1,821.40","1,786.50","1,815.90","1,815.90",51
"Dec 19, 2022","1,791.60","1,796.30","1,785.60","1,787.70","1,787.70",79
"Dec 16, 2022","1,777.90","1,791.40","1,777.90","1,790.00","1,790.00",206
"Dec 15, 2022","1,801.00","1,801.00","1,774.80","1,777.20","1,777.20",421
"Dec 14, 2022","1,810.80","1,812.80","1,797.90","1,807.50","1,807.50","1,074"
"Dec 13, 2022","1,780.70","1,819.80","1,780.50","1,813.90","1,813.90",205
"Dec 12, 2022","1,787.30","1,793.90","1,777.70","1,780.50","1,780.50",85
"Dec 09, 2022","1,794.90","1,804.30","1,791.10","1,798.10","1,798.10",125
"Dec 08, 2022","1,782.00","1,790.90","1,782.00","1,788.70","1,788.70",713
"Dec 07, 2022","1,769.30","1,790.30","1,769.30","1,785.50","1,785.50",422
"Dec 06, 2022","1,768.60","1,779.40","1,767.90","1,769.30","1,769.30",105
"Dec 05, 2022","1,795.70","1,808.00","1,764.30","1,767.40","1,767.40","1,713"
"Dec 02, 2022","1,802.00","1,802.30","1,779.40","1,795.90","1,795.90","1,725"
"Dec 01, 2022","1,768.70","1,803.70","1,768.70","1,801.10","1,801.10","1,053"
"Nov 30, 2022","1,748.10","1,769.40","1,745.10","1,746.00","1,746.00","3,339"
"Nov 29, 2022","1,739.50","1,758.20","1,737.90","1,748.40","1,748.40","19,416"
"Nov 28, 2022","1,741.30","1,741.30","1,740.10","1,740.10","1,740.10","132,767"
"Nov 25, 2022","1,753.00","1,757.90","1,749.20","1,753.30","1,753.30",216
"Nov 23, 2022","1,736.50","1,750.90","1,736.50","1,744.90","1,744.90",39
"Nov 22, 2022","1,741.70","1,741.70","1,738.30","1,738.30","1,738.30",15
"Nov 21, 2022","1,739.00","1,744.90","1,736.10","1,737.40","1,737.40",544
"Nov 18, 2022","1,763.30","1,763.30","1,747.60","1,751.90","1,751.90",414
"Nov 17, 2022","1,763.00","1,763.00","1,756.00","1,760.80","1,760.80",18
"Nov 16, 2022","1,776.60","1,778.90","1,773.00","1,773.00","1,773.00",303
"Nov 15, 2022","1,770.80","1,773.80","1,769.90","1,773.80","1,773.80",57
"Nov 14, 2022","1,762.00","1,773.60","1,761.60","1,773.60","1,773.60",358
"Nov 11, 2022","1,763.80","1,766.00","1,757.60","1,766.00","1,766.00",257
"Nov 10, 2022","1,708.20","1,750.30","1,708.20","1,750.30","1,750.30",325
"Nov 09, 2022","1,707.40","1,720.20","1,706.00","1,710.10","1,710.10",497
"Nov 08, 2022","1,703.20","1,712.10","1,703.20","1,712.10","1,712.10",23
"Nov 07, 2022","1,676.90","1,677.90","1,672.90","1,676.50","1,676.50",42
"Nov 04, 2022","1,630.20","1,674.50","1,629.00","1,672.50","1,672.50",159
"Nov 03, 2022","1,629.20","1,629.20","1,615.10","1,627.30","1,627.30","1,427"
"Nov 02, 2022","1,650.80","1,664.70","1,634.00","1,645.70","1,645.70",612
"Nov 01, 2022","1,630.80","1,653.70","1,630.80","1,645.00","1,645.00",985
"Oct 31, 2022","1,641.80","1,641.80","1,633.40","1,635.90","1,635.90",522
"Oct 28, 2022","1,661.00","1,661.00","1,638.70","1,639.60","1,639.60",626
"Oct 27, 2022","1,660.70","1,660.70","1,660.70","1,660.70","1,660.70","2,298"
"Oct 26, 2022","1,649.80","1,667.00","1,649.80","1,664.00","1,664.00",89
"Oct 25, 2022","1,648.20","1,652.80","1,637.30","1,652.80","1,652.80",880
"Oct 24, 2022","1,662.70","1,662.70","1,648.70","1,648.70","1,648.70",29
"Oct 21, 2022","1,634.10","1,653.90","1,634.10","1,651.00","1,651.00",224
"Oct 20, 2022","1,622.80","1,641.40","1,622.80","1,630.80","1,630.80",477
"Oct 19, 2022","1,637.50","1,637.50","1,627.50","1,627.50","1,627.50",84
"Oct 18, 2022","1,651.40","1,655.20","1,649.00","1,649.00","1,649.00",597
"Oct 17, 2022","1,650.20","1,657.00","1,646.80","1,657.00","1,657.00",238
"Oct 14, 2022","1,665.30","1,667.00","1,640.00","1,641.70","1,641.70",82
"Oct 13, 2022","1,675.20","1,675.30","1,641.50","1,670.00","1,670.00",729
"Oct 12, 2022","1,668.00","1,672.70","1,668.00","1,670.30","1,670.30",149
"Oct 11, 2022","1,661.80","1,678.70","1,661.00","1,678.70","1,678.70",167
"Oct 10, 2022","1,693.40","1,693.40","1,667.00","1,667.30","1,667.30",195
"Oct 07, 2022","1,710.10","1,710.10","1,693.70","1,700.50","1,700.50",179
"Oct 06, 2022","1,721.00","1,723.30","1,709.10","1,711.70","1,711.70",133
"Oct 05, 2022","1,724.10","1,726.60","1,703.00","1,711.40","1,711.40",418
"Oct 04, 2022","1,701.20","1,728.00","1,696.00","1,721.10","1,721.10",291
"Oct 03, 2022","1,667.20","1,700.00","1,661.90","1,692.90","1,692.90",410
"Sep 30, 2022","1,661.70","1,672.70","1,658.00","1,662.40","1,662.40",548
"Sep 29, 2022","1,657.00","1,662.60","1,640.00","1,658.50","1,658.50","6,028"
"Sep 28, 2022","1,620.40","1,660.40","1,620.40","1,660.40","1,660.40","18,311"
"Sep 27, 2022","1,632.20","1,636.60","1,626.70","1,626.70","1,626.70",888
"Sep 26, 2022","1,623.30","1,623.30","1,623.30","1,623.30","1,623.30","1,205"
"Sep 23, 2022","1,667.00","1,667.00","1,645.30","1,645.30","1,645.30","1,224"
"Sep 22, 2022","1,668.30","1,670.80","1,668.30","1,670.80","1,670.80",973
"Sep 21, 2022","1,665.50","1,680.10","1,664.60","1,664.60","1,664.60","2,337"
"Sep 20, 2022","1,659.70","1,659.70","1,659.70","1,659.70","1,659.70","2,830"
"Sep 19, 2022","1,661.80","1,669.40","1,658.50","1,666.20","1,666.20",580
"Sep 16, 2022","1,660.40","1,674.90","1,651.70","1,671.70","1,671.70",464
"Sep 15, 2022","1,685.50","1,686.00","1,662.30","1,665.40","1,665.40","1,125"
"Sep 14, 2022","1,698.70","1,701.80","1,696.50","1,696.50","1,696.50",532
"Sep 13, 2022","1,720.50","1,720.50","1,697.30","1,705.00","1,705.00",432
"Sep 12, 2022","1,727.40","1,728.10","1,727.40","1,728.10","1,728.10",68
"Sep 09, 2022","1,719.20","1,720.00","1,712.80","1,716.20","1,716.20",635
"Sep 08, 2022","1,718.20","1,718.20","1,705.30","1,708.00","1,708.00","1,193"
"Sep 07, 2022","1,694.80","1,715.30","1,694.70","1,715.30","1,715.30",651
"Sep 06, 2022","1,709.70","1,717.40","1,699.70","1,700.40","1,700.40",697
"Sep 05, 2022",-,-,-,-,-,-
"Sep 02, 2022","1,703.40","1,715.70","1,703.10","1,709.80","1,709.80",182
"Sep 01, 2022","1,707.90","1,707.90","1,693.90","1,696.60","1,696.60",683
"Aug 31, 2022","1,718.30","1,720.90","1,708.50","1,712.80","1,712.80","2,133"
"Aug 30, 2022","1,736.40","1,739.00","1,720.70","1,723.20","1,723.20",385
"Aug 29, 2022","1,732.40","1,741.20","1,732.10","1,736.60","1,736.60",950
"Aug 26, 2022","1,754.00","1,755.00","1,736.10","1,736.10","1,736.10",202
"Aug 25, 2022","1,761.60","1,761.80","1,755.00","1,757.70","1,757.70",172
"Aug 24, 2022","1,745.00","1,751.80","1,743.60","1,747.80","1,747.80",187
"Aug 23, 2022","1,738.00","1,748.90","1,731.90","1,746.80","1,746.80",509
"Aug 22, 2022","1,740.50","1,740.50","1,726.50","1,734.00","1,734.00",347
"Aug 19, 2022","1,753.70","1,754.30","1,747.50","1,747.60","1,747.60",49
"Aug 18, 2022","1,762.90","1,762.90","1,753.40","1,755.30","1,755.30",321
"Aug 17, 2022","1,769.70","1,769.70","1,760.00","1,760.30","1,760.30",23
"Aug 16, 2022","1,777.40","1,777.40","1,771.40","1,773.20","1,773.20",308
"Aug 15, 2022","1,799.00","1,799.00","1,774.70","1,781.40","1,781.40",64
"Aug 12, 2022","1,786.30","1,800.40","1,784.30","1,798.60","1,798.60",187
"Aug 11, 2022","1,794.30","1,794.30","1,785.70","1,789.70","1,789.70","1,235"
"Aug 10, 2022","1,804.40","1,804.90","1,787.80","1,795.60","1,795.60",601
"Aug 09, 2022","1,790.00","1,796.10","1,789.00","1,794.00","1,794.00",249
"Aug 08, 2022","1,771.80","1,786.80","1,771.80","1,786.80","1,786.80",127
"Aug 05, 2022","1,791.20","1,791.40","1,764.20","1,772.90","1,772.90",645
"Aug 04, 2022","1,769.40","1,792.10","1,767.70","1,788.50","1,788.50",285
"Aug 03, 2022","1,756.70","1,770.50","1,753.00","1,758.00","1,758.00",399
"Aug 02, 2022","1,772.10","1,786.60","1,759.40","1,771.10","1,771.10","1,078"
"Aug 01, 2022","1,763.90","1,772.50","1,756.10","1,769.00","1,769.00",705
"Jul 29, 2022","1,754.00","1,765.70","1,750.00","1,762.90","1,762.90","3,485"
"Jul 28, 2022","1,732.30","1,755.00","1,732.00","1,750.30","1,750.30","37,236"
"Jul 27, 2022","1,719.10","1,719.10","1,719.10","1,719.10","1,719.10","144,865"
"Jul 26, 2022","1,718.00","1,718.00","1,717.70","1,717.70","1,717.70",1
"Jul 25, 2022","1,727.00","1,732.00","1,719.00","1,719.00","1,719.00",67
"Jul 22, 2022","1,713.30","1,735.00","1,713.00","1,727.10","1,727.10",61
"Jul 21, 2022","1,687.00","1,715.50","1,679.80","1,712.70","1,712.70",183
"Jul 20, 2022","1,707.10","1,708.50","1,699.50","1,699.50","1,699.50",130
"Jul 19, 2022","1,712.30","1,714.40","1,706.10","1,710.00","1,710.00","1,684"
"Jul 18, 2022","1,712.20","1,712.40","1,709.20","1,709.20","1,709.20",264
"Jul 15, 2022","1,705.40","1,709.70","1,701.10","1,702.40","1,702.40",721
"Jul 14, 2022","1,710.30","1,710.50","1,704.50","1,704.50","1,704.50","1,289"
"Jul 13, 2022","1,710.00","1,734.20","1,710.00","1,734.20","1,734.20",368
"Jul 12, 2022","1,734.20","1,735.50","1,723.30","1,723.30","1,723.30",451
"Jul 11, 2022","1,732.50","1,736.70","1,730.00","1,730.00","1,730.00",75
"Jul 08, 2022","1,738.10","1,749.30","1,732.10","1,740.60","1,740.60",370
"Jul 07, 2022","1,745.20","1,745.20","1,737.00","1,737.90","1,737.90","1,869"
"Jul 06, 2022","1,762.50","1,768.00","1,734.00","1,734.90","1,734.90","1,729"
"Jul 05, 2022","1,805.40","1,805.40","1,761.80","1,761.80","1,761.80",64
"Jul 04, 2022",-,-,-,-,-,-
"Jul 01, 2022","1,795.50","1,806.10","1,791.60","1,798.90","1,798.90",77
"Jun 30, 2022","1,809.60","1,817.30","1,801.00","1,804.10","1,804.10",328
"Jun 29, 2022","1,818.30","1,830.30","1,812.80","1,813.70","1,813.70",173
"Jun 28, 2022","1,824.20","1,826.00","1,817.50","1,817.50","1,817.50",391
"Jun 27, 2022","1,830.50","1,830.70","1,819.90","1,820.90","1,820.90",77
"Jun 24, 2022","1,820.50","1,826.50","1,815.80","1,826.50","1,826.50",61
"Jun 23, 2022","1,835.50","1,841.20","1,825.70","1,825.70","1,825.70",9
"Jun 22, 2022","1,829.50","1,842.70","1,821.60","1,834.30","1,834.30",115
"Jun 21, 2022","1,835.30","1,838.60","1,830.10","1,834.60","1,834.60",216
"Jun 20, 2022",-,-,-,-,-,-
"Jun 17, 2022","1,853.70","1,853.70","1,833.60","1,835.60","1,835.60",170
"Jun 16, 2022","1,819.20","1,850.60","1,814.90","1,845.70","1,845.70",136
"Jun 15, 2022","1,814.10","1,839.00","1,810.80","1,815.30","1,815.30",108
"Jun 14, 2022","1,825.00","1,825.50","1,805.30","1,809.50","1,809.50",536
"Jun 13, 2022","1,873.80","1,873.80","1,818.70","1,828.00","1,828.00",127
"Jun 10, 2022","1,842.70","1,875.60","1,823.90","1,871.50","1,871.50","1,490"
"Jun 09, 2022","1,846.10","1,850.10","1,837.90","1,848.80","1,848.80",159
"Jun 08, 2022","1,844.80","1,855.00","1,844.40","1,851.90","1,851.90",218
"Jun 07, 2022","1,836.90","1,851.60","1,835.00","1,847.50","1,847.50","1,168"
"Jun 06, 2022","1,849.00","1,854.10","1,839.20","1,839.20","1,839.20",142
"Jun 03, 2022","1,867.60","1,871.80","1,845.40","1,845.40","1,845.40",53
"Jun 02, 2022","1,845.40","1,868.70","1,842.10","1,866.50","1,866.50",551
"Jun 01, 2022","1,831.00","1,847.90","1,825.30","1,843.30","1,843.30","1,623"
"May 31, 2022","1,850.30","1,862.10","1,832.80","1,842.70","1,842.70","4,073"
"May 30, 2022",-,-,-,-,-,-
"May 27, 2022","1,848.30","1,860.70","1,845.90","1,851.30","1,851.30","30,091"
"May 26, 2022","1,840.40","1,847.40","1,840.40","1,847.40","1,847.40","123,355"
"May 25, 2022","1,846.20","1,846.20","1,846.20","1,846.20","1,846.20",-
"May 24, 2022","1,852.50","1,867.00","1,852.50","1,865.10","1,865.10",33
"May 23, 2022","1,846.30","1,863.00","1,845.80","1,847.80","1,847.80",216
"May 20, 2022","1,839.10","1,841.80","1,836.30","1,841.80","1,841.80",110
"May 19, 2022","1,810.90","1,841.20","1,810.70","1,841.20","1,841.20",138
"May 18, 2022","1,815.00","1,819.70","1,805.00","1,815.90","1,815.90",311
"May 17, 2022","1,824.90","1,828.60","1,816.70","1,818.20","1,818.20",121
"May 16, 2022","1,790.50","1,813.50","1,787.00","1,813.50","1,813.50",34
"May 13, 2022","1,825.00","1,825.00","1,807.40","1,807.40","1,807.40",335
"May 12, 2022","1,849.80","1,851.90","1,822.20","1,823.80","1,823.80",153
"May 11, 2022","1,841.50","1,852.60","1,841.00","1,852.60","1,852.60",892
"May 10, 2022","1,839.90","1,839.90","1,839.90","1,839.90","1,839.90","1,540"
"May 09, 2022","1,866.60","1,867.50","1,854.00","1,857.10","1,857.10",304
"May 06, 2022","1,874.70","1,890.30","1,871.50","1,881.20","1,881.20",214
"May 05, 2022","1,897.00","1,904.30","1,874.00","1,874.00","1,874.00",80
"May 04, 2022","1,867.00","1,867.00","1,867.00","1,867.00","1,867.00",1
"May 03, 2022","1,868.80","1,868.80","1,868.80","1,868.80","1,868.80",466
"May 02, 2022","1,896.70","1,896.80","1,853.00","1,861.80","1,861.80",385
"Apr 29, 2022","1,902.70","1,918.20","1,902.40","1,909.30","1,909.30",132
"Apr 28, 2022","1,883.80","1,893.00","1,872.90","1,888.70","1,888.70",513
"Apr 27, 2022","1,897.80","1,900.60","1,882.20","1,885.90","1,885.90","1,786"
"Apr 26, 2022","1,900.50","1,909.10","1,894.00","1,901.40","1,901.40",302
"Apr 25, 2022","1,925.00","1,925.00","1,889.30","1,893.20","1,893.20",748
"Apr 22, 2022","1,949.60","1,950.40","1,930.20","1,931.00","1,931.00",178
"Apr 21, 2022","1,942.50","1,944.90","1,942.50","1,944.90","1,944.90",4
"Apr 20, 2022","1,945.50","1,953.60","1,945.50","1,952.30","1,952.30",621
"Apr 19, 2022","1,973.80","1,978.30","1,945.70","1,955.70","1,955.70",130
"Apr 18, 2022","1,973.40","1,997.10","1,972.80","1,982.90","1,982.90",196
"Apr 14, 2022","1,977.20","1,978.70","1,963.00","1,970.90","1,970.90",101
"Apr 13, 2022","1,969.50","1,981.00","1,969.50","1,981.00","1,981.00",204
"Apr 12, 2022","1,952.50","1,977.10","1,950.60","1,972.10","1,972.10",246
"Apr 11, 2022","1,946.60","1,968.40","1,941.80","1,944.30","1,944.30",163
"Apr 08, 2022","1,928.80","1,947.70","1,928.80","1,941.60","1,941.60",153
"Apr 07, 2022","1,919.50","1,934.80","1,919.50","1,933.80","1,933.80",311
"Apr 06, 2022","1,916.70","1,931.80","1,916.70","1,918.40","1,918.40",138
"Apr 05, 2022","1,927.10","1,943.50","1,918.40","1,922.90","1,922.90",412
"Apr 04, 2022","1,921.20","1,936.10","1,915.60","1,929.20","1,929.20",371
"Apr 01, 2022","1,935.00","1,938.00","1,917.00","1,919.10","1,919.10","1,016"
"Mar 31, 2022","1,933.50","1,949.90","1,919.10","1,949.20","1,949.20","3,617"
"Mar 30, 2022","1,918.40","1,937.00","1,914.50","1,933.50","1,933.50","17,765"
"Mar 29, 2022","1,893.50","1,912.00","1,893.50","1,912.00","1,912.00","128,051"
"Mar 28, 2022","1,932.60","1,939.60","1,932.60","1,939.60","1,939.60",7
"Mar 25, 2022","1,953.80","1,953.80","1,953.80","1,953.80","1,953.80",83
"Mar 24, 2022","1,963.60","1,964.00","1,961.60","1,961.60","1,961.60",8
"Mar 23, 2022","1,936.60","1,936.60","1,936.60","1,936.60","1,936.60",204
"Mar 22, 2022","1,920.70","1,920.70","1,920.70","1,920.70","1,920.70",26
"Mar 21, 2022","1,925.40","1,928.60","1,925.00","1,928.60","1,928.60",5
"Mar 18, 2022","1,934.50","1,939.30","1,928.20","1,928.20","1,928.20",28
"Mar 17, 2022","1,933.90","1,947.20","1,933.90","1,942.10","1,942.10",39
"Mar 16, 2022","1,922.40","1,922.40","1,907.20","1,908.00","1,908.00",104
"Mar 15, 2022","1,939.80","1,939.90","1,910.70","1,928.50","1,928.50",71
"Mar 14, 2022","1,976.50","1,977.70","1,959.60","1,959.60","1,959.60",145
"Mar 11, 2022","1,985.00","1,996.00","1,959.90","1,982.70","1,982.70",865
"Mar 10, 2022","1,978.10","2,010.50","1,978.10","1,998.10","1,998.10",670
"Mar 09, 2022","2,053.60","2,063.00","1,980.80","1,985.90","1,985.90","1,022"
"Mar 08, 2022","1,999.40","2,072.00","1,998.00","2,040.10","2,040.10","1,813"
"Mar 07, 2022","1,989.00","2,001.10","1,963.00","1,993.90","1,993.90","2,516"
"Mar 04, 2022","1,937.00","1,970.90","1,935.60","1,965.10","1,965.10",47
"Mar 03, 2022","1,930.50","1,940.30","1,924.80","1,934.40","1,934.40",122
"Mar 02, 2022","1,945.60","1,948.20","1,919.80","1,920.90","1,920.90",109
"Mar 01, 2022","1,908.30","1,942.40","1,903.80","1,942.40","1,942.40",547
"Feb 28, 2022","1,928.30","1,928.40","1,894.20","1,899.40","1,899.40",390
"Feb 25, 2022","1,906.90","1,920.00","1,883.60","1,886.50","1,886.50",586
"Feb 24, 2022","1,911.90","1,972.50","1,911.70","1,925.10","1,925.10","2,706"
"Feb 23, 2022","1,896.60","1,910.60","1,895.70","1,909.20","1,909.20",73
"Feb 22, 2022","1,908.10","1,912.00","1,890.80","1,906.10","1,906.10",173
"Feb 18, 2022","1,899.40","1,899.40","1,890.70","1,898.60","1,898.60",51
"Feb 17, 2022","1,876.30","1,900.70","1,876.20","1,900.70","1,900.70",393
"Feb 16, 2022","1,858.70","1,870.20","1,856.30","1,870.20","1,870.20",34
"Feb 15, 2022","1,872.60","1,879.70","1,847.40","1,854.80","1,854.80",86
"Feb 14, 2022","1,861.80","1,870.60","1,854.60","1,868.00","1,868.00",79
"Feb 11, 2022","1,822.00","1,864.80","1,822.00","1,840.80","1,840.80",181
"Feb 10, 2022","1,833.30","1,842.10","1,820.80","1,836.20","1,836.20",365
"Feb 09, 2022","1,825.40","1,835.20","1,825.30","1,835.20","1,835.20",683
"Feb 08, 2022","1,818.90","1,827.60","1,815.00","1,826.60","1,826.60",108
"Feb 07, 2022","1,812.20","1,821.30","1,809.10","1,820.60","1,820.60",601
"Feb 04, 2022","1,806.00","1,813.70","1,792.50","1,806.60","1,806.60",571
"Feb 03, 2022","1,805.80","1,808.10","1,787.90","1,803.00","1,803.00",466
"Feb 02, 2022","1,797.80","1,810.10","1,795.10","1,809.20","1,809.20","1,690"
"Feb 01, 2022","1,797.20","1,806.10","1,797.10","1,800.30","1,800.30",223
"Jan 31, 2022","1,788.50","1,798.50","1,785.10","1,795.00","1,795.00","1,735"
"Jan 28, 2022","1,797.50","1,798.40","1,778.80","1,784.90","1,784.90","28,521"
"Jan 27, 2022","1,793.30","1,793.30","1,793.30","1,793.30","1,793.30","196,036"
"Jan 26, 2022","1,829.90","1,829.90","1,829.90","1,829.90","1,829.90",55
"Jan 25, 2022","1,843.00","1,852.70","1,842.00","1,852.70","1,852.70",11
"Jan 24, 2022","1,837.90","1,842.10","1,837.90","1,841.70","1,841.70",8
"Jan 21, 2022","1,838.00","1,842.40","1,828.90","1,831.80","1,831.80",19
"Jan 20, 2022","1,840.60","1,843.00","1,838.20","1,842.50","1,842.50",20
"Jan 19, 2022","1,817.40","1,843.10","1,817.40","1,843.10","1,843.10",4
"Jan 18, 2022","1,816.80","1,820.10","1,812.30","1,812.30","1,812.30",900
"Jan 14, 2022","1,821.50","1,822.00","1,816.50","1,816.50","1,816.50",816
"Jan 13, 2022","1,819.80","1,823.00","1,815.40","1,821.20","1,821.20",40
"Jan 12, 2022","1,819.00","1,827.20","1,816.90","1,827.20","1,827.20","1,547"
"Jan 11, 2022","1,803.90","1,822.50","1,803.00","1,818.60","1,818.60",743
"Jan 10, 2022","1,794.90","1,798.70","1,790.40","1,798.40","1,798.40",534
"Jan 07, 2022","1,791.80","1,797.00","1,784.40","1,797.00","1,797.00",17
"Jan 06, 2022","1,787.10","1,791.30","1,787.10","1,788.70","1,788.70",30
"Jan 05, 2022","1,813.10","1,824.60","1,813.10","1,824.60","1,824.60",8
"Jan 04, 2022","1,800.50","1,815.30","1,800.00","1,814.00","1,814.00",38
"Jan 03, 2022","1,830.10","1,830.10","1,798.80","1,799.40","1,799.40",116
"Dec 31, 2021","1,825.10","1,827.80","1,821.40","1,827.50","1,827.50",80
"Dec 30, 2021","1,801.70","1,816.00","1,796.00","1,812.70","1,812.70",306
"Dec 29, 2021","1,803.20","1,805.10","1,791.40","1,805.10","1,805.10",623
"Dec 28, 2021","1,812.00","1,818.00","1,805.50","1,810.20","1,810.20",146
"Dec 27, 2021","1,810.00","1,812.10","1,807.00","1,808.10","1,808.10",150
"Dec 23, 2021","1,806.00","1,811.20","1,800.80","1,811.20","1,811.20",193
